"Block_Name","Block_Nr","exp_subject_id","rec_session_id","session_nr","Task_Name","Task_Nr","times","Trial_Id","Trial_Nr","variable_name","values"
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169899812",1,1,"videoended",endofvideo
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169890627",1,1,"Gaze_XYT",
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169897760",1,1,"Gaze_XYT",766.218900680542,295.43142914772034,1628169897477,0.9999992847442627
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169898263",1,1,"Gaze_XYT",1161.9623565673828,140.79869985580444,1628169897765,0.9999992847442627
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169898690",1,1,"Gaze_XYT",1434.5569610595703,174.62459564208984,1628169898268,0.9999996423721313
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169899080",1,1,"Gaze_XYT",1375.1972198486328,290.9547793865204,1628169898698,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169899465",1,1,"Gaze_XYT",692.2426605224609,301.83190405368805,1628169899081,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169899822",1,1,"Gaze_XYT",1307.4105072021484,116.79440975189209,1628169899466,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169900028",1,1,"Gaze_XYT",1478.5855102539062,182.6905882358551,1628169899822,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169900182",1,1,"Gaze_XYT",1303.8736724853516,232.87241220474243,1628169900028,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169897621",1,1,"Filename",15_a_FAMILIARIZATION_ATTENTION_2s_SOUND1.mp4
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169912217",2,2,"videoended",endofvideo
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169900325",2,2,"Gaze_XYT",
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169900917",2,2,"Gaze_XYT",1525.447998046875,170.6592607498169,1628169900666,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169901423",2,2,"Gaze_XYT",1485.1988220214844,209.225435256958,1628169900931,0.9999998807907104
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169901846",2,2,"Gaze_XYT",1171.7396545410156,170.4840588569641,1628169901423,1
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169902287",2,2,"Gaze_XYT",1513.2623291015625,62.01284408569336,1628169901848,0.9999998807907104
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169902719",2,2,"Gaze_XYT",1503.603744506836,173.9760160446167,1628169902298,0.9999998807907104
"E6",1,268698,290554,1,"E6_Block_3_Mask",8,"1628169903189",2,2,"Gaze_XYT",1537.08740234375,105.68317651748657,1628169902720,0.9999998807907104
